page,imdb_id,title,year,rating,rating_count,runtime_minutes,certificate,genres,plot,url
194,tt0048691,The Tall Men,1955,6.7,3561,122,Approved,"Drama, Western","Two brothers discharged from the Confederate Army join a businessman for a cattle drive from Texas to Montana where they run into raiding Jayhawkers, angry Sioux, rough terrain and bad weather.",https://www.imdb.com/title/tt0048691/
194,tt0022111,The Maltese Falcon,1931,6.8,3559,80,Passed,"Crime, Drama, Film-Noir","A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.",https://www.imdb.com/title/tt0022111/
194,tt0089816,Plenty,1985,6,3559,124,R,Drama,"A young Englishwoman spends twenty years to make whatever kind of life for herself, at the expense of others around her, in post-World War II England.",https://www.imdb.com/title/tt0089816/
194,tt9032888,Good Sam,2019,5.8,3558,89,TV-PG,"Comedy, Drama, Romance","When a mysterious good samaritan leaves $100,000 cash on seemingly random doorsteps, New York City news reporter Kate Bradley sets out to discover the true identity and motive of ""Good Sam.""",https://www.imdb.com/title/tt9032888/
194,tt1013607,Idiots and Angels,2008,7,3557,78,Not Rated,"Animation, Comedy, Drama","Much to his surprise, an utter misanthrope is transformed into a reluctant do-gooder, when a glorious pair of angelic snow-white wings sprouts up from his back. Now, everyone in town wants a piece of his feathered appendages.",https://www.imdb.com/title/tt1013607/
194,tt0041855,The Secret Garden,1949,7.5,3555,92,Approved,"Drama, Family","A girl is sent to live with her uncle on his estate when her parents die. There she discovers much intrigue, family history and secrets and personal baggage. In particular, a screaming child and...a secret garden.",https://www.imdb.com/title/tt0041855/
194,tt6676028,In a Relationship,2018,5.5,3555,92,TV-MA,"Comedy, Drama",A funny chronicle of a summer in the lives of two couples.,https://www.imdb.com/title/tt6676028/
194,tt0075950,The Domino Principle,1977,5.7,3555,100,R,"Drama, Thriller",A Vietnam War veteran who's been imprisoned for murder is offered freedom if he agrees to commit a contract killing for a shady organization.,https://www.imdb.com/title/tt0075950/
194,tt0264689,Home Room,2002,7.1,3554,133,R,"Crime, Drama",A high school shooting has repercussions on the town and students.,https://www.imdb.com/title/tt0264689/
194,tt10380900,Petrov's Flu,2021,6.6,3553,145,Unrated,"Drama, Sci-Fi","A day in the life of a comic book artist and his family in post-Soviet Russia. While suffering from the flu, Petrov is carried by his friend Igor on a long walk, drifting in and out of fantasy and reality.",https://www.imdb.com/title/tt10380900/
194,tt0058754,Woman of Straw,1964,6.8,3551,122,Approved,"Crime, Drama, Thriller",A young man attempts to gain control of his uncle's fortune with the help of a gorgeous nurse.,https://www.imdb.com/title/tt0058754/
194,tt0254334,The Fourth Angel,2001,5.3,3551,96,R,"Action, Drama, Thriller",A man seeks justice after his wife and two daughters are gunned down in a terrorist attack.,https://www.imdb.com/title/tt0254334/
195,tt3305844,Hellions,2015,4.2,3551,80,Not Rated,"Drama, Horror, Thriller",A teenager must survive a Halloween night from Hell when malevolent trick-or-treaters come knocking at her door.,https://www.imdb.com/title/tt3305844/
195,tt0070350,The Mack,1973,6.6,3550,110,R,"Crime, Drama","A recently-released convict becomes the most powerful pimp in Oakland, but tragedy ensues when his activities draw the ire of two corrupt cops and the crime lord he once worked for.",https://www.imdb.com/title/tt0070350/
195,tt0093267,Intervista,1987,7,3550,105,,"Comedy, Drama, Fantasy","Federico Fellini accepts the request of a television crew to be interviewed about his career, narrating memories, dreams, realities and fantasies.",https://www.imdb.com/title/tt0093267/
195,tt1073223,Detective Conan: Countdown to Heaven,2001,7.6,3550,100,,"Animation, Action, Crime",Multiple murders has been committed while the Black Organization members are roaming around Conan and his friends. Are they responsible for the killings? Or Is it someone else?,https://www.imdb.com/title/tt1073223/
195,tt13515090,Joyride,2022,6.2,3549,94,,"Comedy, Drama","A headstrong solicitor's plan to offload her new born baby to her sister, is derailed when a vulnerable but opinionated teenager steals their taxi.",https://www.imdb.com/title/tt13515090/
195,tt0283897,Assassination Tango,2002,5.7,3546,114,R,"Crime, Drama, Romance","An aging hitman gets a contract to kill a General in Buenos Aires, Argentina. But when his mark becomes unavailable, he becomes involved in Argentinian tango culture.",https://www.imdb.com/title/tt0283897/
195,tt0036126,Madame Curie,1943,7.2,3545,124,Approved,"Biography, Drama, Romance","Despite himself, accomplished physicist and avowed bachelor Pierre Curie falls for brilliant student Marie, and together they embark on the discovery of radium.",https://www.imdb.com/title/tt0036126/
195,tt0057851,Apache Rifles,1964,6.4,3545,92,Approved,"Drama, Western",A young cavalry officer is assigned the job of bringing in a band of Apaches who have been terrorizing the countryside.,https://www.imdb.com/title/tt0057851/
195,tt0058294,Lilith,1964,6.8,3542,114,Approved,Drama,"A war veteran gets work at a mental institution, where he meets the beautiful and eccentric Lilith.",https://www.imdb.com/title/tt0058294/
195,tt27433995,Jumbo,2025,8,3541,102,TV-PG,"Animation, Adventure, Comedy","Don, a chubby boy bullied as ""Jumbo"", encounters Meri, a spirit seeking help to reunite with her troubled family's spirits. Their journey unfolds.",https://www.imdb.com/title/tt27433995/
195,tt0408318,Dark Horse,2005,7.1,3541,109,Unrated,"Comedy, Drama, Romance",A young man spurs romance and helps his friend and himself go through times and struggles of their ordinary life in Denmark.,https://www.imdb.com/title/tt0408318/
195,tt0024353,Morning Glory,1933,6.4,3540,74,Passed,"Drama, Romance","When a naively innocent, aspiring actress arrives on the Broadway scene, she is taken under the wing of several theater veterans who mentor her to ultimate success.",https://www.imdb.com/title/tt0024353/
195,tt0103190,Van Gogh,1991,7.1,3540,158,R,"Biography, Drama, Romance",The final sixty-seven days of Van Gogh's life are examined.,https://www.imdb.com/title/tt0103190/
195,tt2992524,Hoodies vs. Hooligans,2014,5.7,3537,95,Not Rated,"Crime, Drama, Thriller","The Guvnors is a violent thriller set amongst the clans and firms of South East London, bringing two generations together in brutal conflict.",https://www.imdb.com/title/tt2992524/
195,tt0110922,Good Old Daze,1994,7.2,3537,101,,"Comedy, Drama, Romance",Four friends reminisce about their crazy high school days.,https://www.imdb.com/title/tt0110922/
195,tt0163563,Bullet Ballet,1998,6.9,3536,87,Not Rated,"Crime, Drama, Thriller","A man sees his life changed forever when his girlfriend shoots herself. Baffled, he wants by all means to obtain such a weapon of destruction and he finds himself caught in the middle of a violent group of young vicious punks. They first beat him severely and then he seeks revenge with his fist, then with a gun. Everything from then on is a complete downward spiral.",https://www.imdb.com/title/tt0163563/
195,tt0030418,Marie Antoinette,1938,7.3,3535,149,Approved,"Biography, Drama, History","The tragic life of Marie Antoinette, who became queen of France in her late teens.",https://www.imdb.com/title/tt0030418/
195,tt6343058,Oh Lucy!,2017,6.8,3535,95,,"Comedy, Drama, Romance","A lonely woman living in Tokyo decides to take an English class, where she discovers her alter-ego, Lucy.",https://www.imdb.com/title/tt6343058/
195,tt0064886,The Reivers,1969,6.6,3534,107,PG-13,"Comedy, Drama","In turn-of-the-century Mississippi, an 11-year-old boy comes of age as two mischievous adult friends talk him into sneaking the family car out for a trip to Memphis and a series of adventures.",https://www.imdb.com/title/tt0064886/
195,tt0887769,Kerala Varma Pazhassi Raja,2009,7.7,3532,195,,"Action, Biography, Drama","Kerala Varma Pazhassi Raja is a 2009 Malayalam historical drama film based on the life of Pazhassi Raja, a Hindu king who fought against the British in the 18th century.",https://www.imdb.com/title/tt0887769/
195,tt8910924,The Nomads,2019,6.4,3532,97,TV-14,"Drama, Sport","Amidst the chaos of massive budget cuts and school closures, a newly appointed teacher introduces men's rugby to an inner-city North Philadelphia high school.",https://www.imdb.com/title/tt8910924/
195,tt0053957,It Started in Naples,1960,6.3,3531,100,Approved,"Comedy, Drama","Days before his wedding, a Philadelphia lawyer travels to Naples in Southern Italy to settle the estate of his late brother, only to find that he has an Italian nephew who is being cared for by his maternal aunt, a cabaret singer.",https://www.imdb.com/title/tt0053957/
195,tt0093415,Light of Day,1987,5.6,3531,107,PG-13,"Drama, Music","A pair of siblings must choose whether to pursue their dream of touring with their rock band or support their family and stay in Cleveland, Ohio.",https://www.imdb.com/title/tt0093415/
195,tt0083641,Best Friends,1982,5.5,3531,116,PG,"Comedy, Drama, Romance","After five successful years of living and working together, a couple decide to get married. But what they don't count on is how to survive the honeymoon.",https://www.imdb.com/title/tt0083641/
195,tt0081747,When Time Ran Out...,1980,4.6,3530,121,PG,"Action, Adventure, Drama",An active volcano threatens a south Pacific island resort and its guests as a power struggle ensues between the property's developer and a drilling foreman.,https://www.imdb.com/title/tt0081747/
195,tt13648220,Misha and the Wolves,2021,6.6,3530,90,PG-13,"Documentary, Drama","Misha and the Wolves is the dramatic tale of a woman whose holocaust memoir took the world by storm, but a fallout with her publisher - who turned detective - revealed an audacious deception created to hide a darker truth.",https://www.imdb.com/title/tt13648220/
195,tt0043959,Rawhide,1951,7.1,3527,89,Approved,"Drama, Romance, Western",A stagecoach stop employee and a stranded woman traveller find themselves at the mercy of four desperate outlaws intent on robbing the next day's gold shipment.,https://www.imdb.com/title/tt0043959/
195,tt0037795,The House on 92nd Street,1945,6.6,3527,88,Approved,"Crime, Drama, Film-Noir",Bill Dietrich becomes a double agent for the F.B.I. in a German spy ring.,https://www.imdb.com/title/tt0037795/
195,tt0084116,Identification of a Woman,1982,6.6,3527,130,Not Rated,"Drama, Romance",A director's wife leaves him. He pursues another woman who also departs. This inspires a movie idea about women's relationships. He searches for an actress to star in the film and his life.,https://www.imdb.com/title/tt0084116/
195,tt0026643,The Lives of a Bengal Lancer,1935,7,3525,109,Approved,"Adventure, Drama, War",Three British soldiers on the Northwest Frontier of India struggle against the enemy - and themselves.,https://www.imdb.com/title/tt0026643/
195,tt0113718,Lumière and Company,1995,6.8,3524,88,Not Rated,"Documentary, Drama",40 international directors were asked to make a short film using the original Cinematographe invented by the Lumière brothers.,https://www.imdb.com/title/tt0113718/
195,tt0109550,Dark Waters,1993,5.9,3524,94,Not Rated,"Drama, Horror, Mystery","A girl travels to an island, after the death of her father, to find out why the father funded a monastery on the island.",https://www.imdb.com/title/tt0109550/
195,tt6820324,Timmy Failure: Mistakes Were Made,2020,6,3523,99,PG,"Adventure, Comedy, Drama","An 11-year-old boy who believes that he is the best detective in town runs the agency Total Failures with his best friend, an imaginary 1,500-pound polar bear.",https://www.imdb.com/title/tt6820324/
195,tt0889134,Finding Amanda,2008,5.5,3522,96,R,"Comedy, Drama",A television producer with a penchant for drinking and gambling is sent to Las Vegas to convince his troubled niece to enter rehab.,https://www.imdb.com/title/tt0889134/
195,tt5004766,Birdboy: The Forgotten Children,2015,7.2,3521,76,TV-14,"Animation, Drama, Horror",Three children decide to leave their homes looking for a better life.,https://www.imdb.com/title/tt5004766/
195,tt3863484,King Jack,2015,6.9,3521,81,Not Rated,"Adventure, Drama",An underprivileged teenager bonds with his young cousin while facing off against a vicious bully.,https://www.imdb.com/title/tt3863484/
195,tt11833408,The Minute You Wake up Dead,2022,4.5,3519,90,R,"Crime, Drama, Mystery",A stockbroker in a small southern town gets involved in an insurance scam with a next-door neighbor that leads to multiple murders.,https://www.imdb.com/title/tt11833408/
195,tt0084861,Vice Squad,1982,6.4,3518,97,R,"Action, Crime, Drama","A single mother prostitute, who goes by the name Princess, finds herself forced to work undercover for the police in order to apprehend a homicidal, misogynistic pimp named Ramrod, who will do anything not to get arrested.",https://www.imdb.com/title/tt0084861/
195,tt15764854,Fireworks,2023,7.6,3518,134,,"Drama, Romance","The troubled relationship between Gianni and Nino, set in the narrow-minded and prejudicial Sicily of 1982.",https://www.imdb.com/title/tt15764854/
195,tt0077188,Hitch-Hike,1977,6.8,3516,104,Unrated,"Crime, Drama, Horror",A bickering couple driving cross-country through California pick up a psychotic hitchhiker who threatens to kill them unless they take him to Mexico.,https://www.imdb.com/title/tt0077188/
195,tt0332285,Off the Map,2003,7.1,3516,105,PG-13,Drama,"An eleven-year-old girl watches her father come down with a crippling depression. Over one summer, she learns answers to several mysteries, and comes to terms with love and loss.",https://www.imdb.com/title/tt0332285/
195,tt0088402,The Wild Life,1984,6,3515,96,R,"Comedy, Drama",A high-school wrestler parties with his buddy at a swinging-singles apartment complex.,https://www.imdb.com/title/tt0088402/
195,tt0101252,29th Street,1991,7.2,3515,101,R,"Comedy, Drama","Frank's been lucky from the day he was born. So why's he throwing rocks at a church after winning $6,200,000 in 1976 NYC lottery? He tells his story at the police station.",https://www.imdb.com/title/tt0101252/
195,tt0114663,Three Wishes,1995,6.1,3513,115,PG,"Drama, Family, Fantasy","In an unexplained act of charity, Jeanne Holman, picks up an injured, apparent tramp and takes him home to care for him little realizing who he was, or the effect he would have on her life and those of her family.",https://www.imdb.com/title/tt0114663/
195,tt0855975,Prague,2006,6.7,3511,92,Not Rated,Drama,"Christoffer and Maja's trip to Prague to bring back Chistoffer's deceased father evolves into the story of a break-up. In the wake of the events that follow, secrets gradually emerge which threaten to destroy their marriage.",https://www.imdb.com/title/tt0855975/
195,tt0021800,Dishonored,1931,7.2,3511,91,Approved,"Drama, Romance, War",The Austrian Secret Service sends its most seductive agent to spy on the Russians.,https://www.imdb.com/title/tt0021800/
195,tt0066970,Cold Sweat,1970,5.7,3510,94,PG,"Action, Crime, Drama","With his wife and daughter being held hostage, a seasoned ex-military man is involved in a shady smuggling operation to save his family.",https://www.imdb.com/title/tt0066970/
195,tt0959306,Reach Me,2014,4.9,3510,95,PG-13,"Comedy, Crime, Drama",A self-help book changes the lives of different people in the LA area. Who is the reclusive writer?,https://www.imdb.com/title/tt0959306/
195,tt0119910,Polish Wedding,1998,5.5,3510,105,PG-13,"Comedy, Drama, Romance","The film centers on a big Polish family. Jadzia is the mother and the ruler of the Pzoniak family, especially her five children. Though she's happily married to Bolek, she has been having an affair with another man, Roman, for ages. Her daughter Hala has also been having an affair, with neighbor police officer Russell. When she becomes pregnant by him, her family forces him to marry her. Will they go through with it?",https://www.imdb.com/title/tt0119910/
195,tt0050858,The Pride and the Passion,1957,5.7,3510,132,,"Action, Adventure, Drama","During the Napoleonic Wars, a British captain is sent to Spain to help prevent the French from stealing a powerful cannon.",https://www.imdb.com/title/tt0050858/
196,tt8976696,Percy Vs Goliath,2020,6.4,3509,99,PG-13,"Biography, Drama",A Canadian farmer takes on a giant corporation after their GMOs interfere with his crops.,https://www.imdb.com/title/tt8976696/
196,tt0074611,The Haunting of Julia,1977,6.2,3509,98,R,"Drama, Horror, Mystery","After her daughter's death, wealthy American homemaker Julia Lofting moves to London to restart her life. All seems well until she is haunted by the ghosts of other children while mourning for her own.",https://www.imdb.com/title/tt0074611/
196,tt0388213,Loverboy,2005,5.3,3509,84,R,"Drama, Romance",A neglected daughter becomes a possessive mother in an emotional journey into the heart and mind of a woman who loved too much.,https://www.imdb.com/title/tt0388213/
196,tt0108596,Wrestling Ernest Hemingway,1993,7,3509,123,PG-13,"Drama, Romance","Two lonely, retired septuagenarians, an unkempt, hard-drinking Irish sea captain, and a fussy, well-mannered Cuban barber form an uneasy friendship.",https://www.imdb.com/title/tt0108596/
196,tt0374853,Malice in Wonderland,2009,5.8,3509,87,R,"Adventure, Drama, Fantasy","A modern take on the classic fairytale, Alice in Wonderland, set in the North East of England.",https://www.imdb.com/title/tt0374853/
196,tt0041368,The File on Thelma Jordon,1949,6.9,3509,100,Approved,"Crime, Drama, Film-Noir",Assistant district attorney Cleve Marshall falls for the mysterious Thelma Jordon when she seeks help solving robberies of her aunt's estate.,https://www.imdb.com/title/tt0041368/
196,tt0025907,Treasure Island,1934,7.1,3508,110,Approved,"Adventure, Drama, Family",Young Jim Hawkins is torn between his loyalty to his benefactors and his affection for lovable rogue Long John Silver in their struggle to recover a buried pirate treasure.,https://www.imdb.com/title/tt0025907/
196,tt6133444,The Fire Inside,2024,6.7,3508,109,PG-13,"Biography, Drama, Sport",Claressa Shields becomes the first American woman to win a gold medal only to learn that not all dreams are created equal.,https://www.imdb.com/title/tt6133444/
196,tt5957584,Girl in the Box,2016,6.2,3507,87,Not Rated,"Crime, Drama, Horror","In 1977, a girl is kidnapped and kept in a coffin-sized box; her captors only let her out to abuse her horribly. Will she ever escape?",https://www.imdb.com/title/tt5957584/
196,tt0040185,The Boy with Green Hair,1948,6.7,3506,82,Approved,"Comedy, Drama, Family",This parable looks at public reaction when the hair of an American war orphan mysteriously turns green.,https://www.imdb.com/title/tt0040185/
196,tt0410400,On a Clear Day,2005,6.9,3505,95,PG-13,"Comedy, Drama, Romance",Frank determines to salvage his self-esteem and tackle his demons by attempting the ultimate test of endurance - swimming the English Channel.,https://www.imdb.com/title/tt0410400/
196,tt10151260,Sons of Rizk 2,2019,7.1,3504,103,,"Action, Comedy, Crime","Three years after the first film, four brothers strive to avoid crime, but an unforeseen incident forces them into new dangerous situations involving deadly criminals, testing their resolve.",https://www.imdb.com/title/tt10151260/
196,tt0044331,Affair in Trinidad,1952,6.6,3503,98,Not Rated,"Crime, Drama, Film-Noir",Nightclub singer and her brother-in-law try to find her husband's killer.,https://www.imdb.com/title/tt0044331/
196,tt2051894,Home Run,2013,5.9,3503,113,PG-13,"Drama, Sport","A pro ball player with a substance abuse problem is forced into rehab in his hometown, finding new hope when he gets honest about his checkered past, and takes on coaching duties for a misfit Little League team.",https://www.imdb.com/title/tt2051894/
196,tt2977090,Alex of Venice,2014,5.8,3502,86,R,Drama,A workaholic attorney is forced to reinvent her life after her husband suddenly leaves.,https://www.imdb.com/title/tt2977090/
196,tt0063665,One + One,1968,6.2,3502,115,Not Rated,"Documentary, Drama, Music","While The Rolling Stones rehearse ""Sympathy for the Devil"" in the studio, Godard reflects on 1968 society, politics and culture through five different vignettes.",https://www.imdb.com/title/tt0063665/
196,tt0035151,Once Upon a Honeymoon,1942,6.4,3501,117,Approved,"Adventure, Comedy, Drama","In Europe at the start of World War II, a woman notices that wherever her husband goes, the Germans seem to follow. Meanwhile, a charming reporter is following them.",https://www.imdb.com/title/tt0035151/
196,tt0094317,White Mischief,1987,6.4,3499,107,R,"Crime, Drama, Mystery","In 1940s Kenya, a love affair between a British aristocrat and a married woman triggers a scandal that shakes the hedonistic Happy Valley society.",https://www.imdb.com/title/tt0094317/
196,tt0412596,Café Lumière,2003,6.8,3499,108,,Drama,"The story revolves around Yoko Inoue, a pregnant woman in search of a cafe that was frequented by a Taiwanese composer whose life she is researching.",https://www.imdb.com/title/tt0412596/
196,tt9015178,The Return of Godzilla,1984,6.8,3497,103,,"Action, Drama, Horror","The Japanese government suppresses news of Godzilla's resurrection as political tensions increase between the US and USSR, both of whom willing to bomb Japan to stop the monster.",https://www.imdb.com/title/tt9015178/
196,tt0446298,Civic Duty,2006,6.2,3497,98,R,"Drama, Thriller","Angry and depressed over losing his job, Terry Allen begins to suspect his new, Middle Eastern neighbor is at the center of a terrorist conspiracy. Obsessed about revealing the man's true identity, he takes matters into his own hands.",https://www.imdb.com/title/tt0446298/
196,tt0087268,Flashpoint,1984,6.4,3496,93,R,"Action, Crime, Drama","Two U.S. border patrolmen find a buried 20+ year old jeep in the desert with a skeleton, rifle and $800,000. They keep the money. Suddenly, the FBI shows a lot of interest in the car.",https://www.imdb.com/title/tt0087268/
196,tt5804314,Let There Be Light,2017,4.7,3495,100,PG-13,Drama,An atheist goes through a near-death experience in a car accident before converting to Christianity.,https://www.imdb.com/title/tt5804314/
196,tt0077617,Go Tell the Spartans,1978,6.6,3495,114,R,"Drama, War","During the early 1960s, U.S. military advisers in South Vietnam discover the same challenges that plagued the French army in Indochina ten years prior.",https://www.imdb.com/title/tt0077617/
196,tt7662752,You Go to My Head,2017,6.4,3495,116,,"Drama, Mystery, Romance","Following a mysterious car accident in the desert, Dafne suffers from post-traumatic amnesia. Jake, the first person she sees when she regains consciousness, tells her he's her husband.",https://www.imdb.com/title/tt7662752/
196,tt28800663,Paradise,2023,6.5,3494,93,,Drama,"An Indian tourist couple arrive in the hill country of crisis ridden Sri Lanka to celebrate their 5th wedding anniversary. But, when things take an unexpected turn, conflicts deepen revealing cracks in their relationship.",https://www.imdb.com/title/tt28800663/
196,tt0058123,Joy House,1964,7,3493,97,Approved,"Crime, Drama, Romance",A petty criminal seeks refuge in a house owned by two wealthy American women.,https://www.imdb.com/title/tt0058123/
196,tt0118840,The Manson Family,1997,5.5,3493,95,R,"Crime, Drama, History","A dramatization of the horrific and notorious Manson Family Murders, in the form of super 8 home movies.",https://www.imdb.com/title/tt0118840/
196,tt0075627,Aces High,1976,6.6,3493,114,PG,"Action, Drama, War","In World War I, the high casualty rate amongst the rookie pilots of the Royal Flying Corps puts an enormous strain on the survivors.",https://www.imdb.com/title/tt0075627/
196,tt0093489,Man on Fire,1987,5.8,3491,92,R,"Action, Drama, Thriller","A former CIA agent, Christian Creasy, becomes in Italy the bodyguard of a girl who awakens in him a tenderness he never felt before. When she is abducted, Creasy's fiery rage is unleashed, and he embarks on a bloody revenge spree.",https://www.imdb.com/title/tt0093489/
196,tt0126859,The Loss of Sexual Innocence,1998,5.3,3491,106,R,Drama,"Nic's life in glimpses at ages 5, 12, 16 and later film director and husband/dad.",https://www.imdb.com/title/tt0126859/
196,tt11559472,Ali & Ava,2021,6.7,3491,95,Not Rated,"Drama, Romance","Ali and Ava, both lonely for different reasons, meet and sparks fly. Over a lunar month a deep connection begins to grow, despite the legacy of Ava's past relationship, and Ali's emotional turmoil at the breakdown of his marriage.",https://www.imdb.com/title/tt11559472/
196,tt0090693,Band of the Hand,1986,6.2,3489,109,R,"Action, Crime, Drama",Five juvenile lost causes are sent to the Everglades where a war veteran tries to reform them using survival tactics. Their new skills and resolve are tested when a Miami drug lord targets them for trying to clean up their neighborhood.,https://www.imdb.com/title/tt0090693/
196,tt0076630,Rituals,1977,6.2,3489,100,R,"Adventure, Drama, Horror","Five doctors on a wilderness outing are stalked by disfigured, crazed killers.",https://www.imdb.com/title/tt0076630/
196,tt13328800,Girl Picture,2022,6.9,3488,100,Unrated,"Drama, Romance","As three young women try to defy the persistent winter darkness in Finland, they move between dreams, reality, friendship, and relationships, and try to make sense of everything.",https://www.imdb.com/title/tt13328800/
196,tt0389327,The Right Way,2004,5.2,3487,77,R,"Comedy, Drama","Amy and David are suburban underachievers. She had a rough upbringing with a drug-addicted mom, while he's unmotivated despite his conventional family. Their relationship faces a crisis when Amy gets pregnant.",https://www.imdb.com/title/tt0389327/
196,tt11552344,Murder at Yellowstone City,2022,5.4,3486,127,,"Crime, Drama, Mystery","A former slave arrives in Yellowstone City, Montana, a desolate former boomtown now on the decline, looking for a place to call home. On that same day, a local prospector discovers gold - and is murdered.",https://www.imdb.com/title/tt11552344/
196,tt1125929,Love Ranch,2010,5.6,3486,117,R,"Biography, Comedy, Drama",A drama revolving around a married couple who opened the first legal brothel in Nevada.,https://www.imdb.com/title/tt1125929/
196,tt0084489,Personal Best,1982,6.3,3485,128,R,"Drama, Sport","The intertwined lives and loves of three highly ranked athletes striving for the national team; Chris bounces between the beds of male coach Terry and her female friend, competitor, and role model Tory.",https://www.imdb.com/title/tt0084489/
196,tt0212132,The Tracker,2002,7.3,3485,90,Not Rated,"Drama, Western","Fanatic is a government trooper who is heading an expedition to find an Aboriginal man accused of murdering a white woman. Others in the expedition are the Follower, a greenhorn trooper, the Veteran, and the Tracker.",https://www.imdb.com/title/tt0212132/
196,tt10148118,Behind the Line: Escape to Dunkirk,2020,4.7,3485,87,TV-14,"Action, Drama, Sport",A group of British soldiers retreating from the Germans toward Dunkirk during World War II are captured. A renowned British boxer among them is forced into the ring to fight an equally talented German boxer as the Brits plan to escape.,https://www.imdb.com/title/tt10148118/
196,tt0040740,Road House,1948,7.2,3484,95,Approved,"Action, Drama, Film-Noir",A night club owner becomes infatuated with a torch singer and frames his best friend/manager for embezzlement when the chanteuse falls in love with him.,https://www.imdb.com/title/tt0040740/
196,tt0057523,Spencer's Mountain,1963,7,3483,118,Approved,"Drama, Family",Grand Teton quarryman and family patriarch carefully navigates issues of religion and education in order to eke out a brighter future for his family.,https://www.imdb.com/title/tt0057523/
196,tt0040444,Hollow Triumph,1948,6.7,3483,83,Approved,"Crime, Drama, Film-Noir","Pursued by the big-time gambler he robbed, John Muller assumes a new identity, with unfortunate results.",https://www.imdb.com/title/tt0040444/
196,tt0097262,Eddie and the Cruisers II: Eddie Lives!,1989,6.2,3481,104,PG-13,"Drama, Music, Romance","A Montreal construction worker joins a band and turns out to be a long-lost rock star from 1960s New Jersey - none other than Eddie Wilson, who mysteriously disappeared after a road accident.",https://www.imdb.com/title/tt0097262/
196,tt17081088,Spaghetti,2023,3.3,3481,81,,"Drama, Thriller","Nurse Lena Simon seems to have found the perfect man in savvy businessman Scotty Sharpe, but when she suspects him of seeing someone else she takes the unusual advice of her best friend Toni and does a voodoo spell on him.",https://www.imdb.com/title/tt17081088/
196,tt5156274,Cardboard Gangsters,2017,6.4,3480,92,,"Crime, Drama","A group of young Cardboard Gangsters attempt to gain control of the drug trade in Darndale, chasing the glorified lifestyle of money, power and sex.",https://www.imdb.com/title/tt5156274/
196,tt0041253,Colorado Territory,1949,7.2,3479,94,Approved,"Drama, Western","Outlaw Wes McQueen escapes jail to pull a railroad robbery but, upon meeting pretty settler Julie Ann, he wonders about going straight.",https://www.imdb.com/title/tt0041253/
196,tt0041735,The Passionate Friends,1949,7.2,3478,95,Approved,"Drama, Romance",A woman meets a man whose love she rejected years ago.,https://www.imdb.com/title/tt0041735/
196,tt4607722,Blame,2017,5.8,3478,100,Not Rated,"Drama, Mystery, Thriller","A drama teacher's taboo relationship with an unstable student strikes a nerve in her jealous classmate, sparking a vengeful chain of events within their suburban high school that draws parallels to 'The Crucible'.",https://www.imdb.com/title/tt4607722/
197,tt0083081,Silsila,1981,7.1,3477,182,Not Rated,"Drama, Family, Romance","SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?",https://www.imdb.com/title/tt0083081/
197,tt0038776,Night and Day,1946,6.1,3476,128,Approved,"Biography, Drama, Musical",A fictionalized biopic of composer Cole Porter from his days at Yale in the 1910s through the height of his success to the 1940s.,https://www.imdb.com/title/tt0038776/
197,tt0117238,Omega Doom,1996,4,3476,84,PG-13,"Drama, Sci-Fi, Thriller","After Earth is taken over by an army of robots, the small number of humans left are forced into hiding. In the nuclear winter, only droids walk the face of the Earth, in fear of the rumored human resurgence, and in search of a hidden cache of weapons. One robot, his evil circuits destroyed, enters a small town where a robot civil war is taking place. He tries to convince both sides to join forces in search of the weapons, all the while having a hidden agenda, and an affinity for one of the local droids.",https://www.imdb.com/title/tt0117238/
197,tt0080768,Virus,1980,6.2,3475,108,PG,"Adventure, Drama, Horror","After a virus devastates the global human population, survivors in Antarctica desperately try to find a cure and save the human race.",https://www.imdb.com/title/tt0080768/
197,tt0052002,No Name on the Bullet,1959,7.2,3475,77,Approved,"Drama, Western","Townsfolk know a gunman's going to kill someone, but they don't know who it will be.",https://www.imdb.com/title/tt0052002/
197,tt0028313,The Story of Louis Pasteur,1936,7.3,3474,86,Approved,"Biography, Drama, History",The biography of the pioneering French microbiologist who helped revolutionize agriculture and medicine.,https://www.imdb.com/title/tt0028313/
197,tt1609497,Quasi,2023,5.3,3473,99,R,"Comedy, Drama","Follow a hapless hunchback who yearns for love, but finds himself in the middle of a murderous feud between the Pope and the king of France when each orders the hunchback to kill the other.",https://www.imdb.com/title/tt1609497/
197,tt0100791,To Sleep with Anger,1990,7.2,3473,102,PG,Drama,"A charismatic old acquaintance drifts into town, stirring up trouble for a mild-mannered family.",https://www.imdb.com/title/tt0100791/
197,tt1714866,Midnight's Children,2012,6.2,3473,146,Not Rated,Drama,A pair of children born within moments of India gaining independence from Britain grow up in the country that is nothing like their parents' generation.,https://www.imdb.com/title/tt1714866/
197,tt5743656,Phobia,2016,6.8,3473,112,Not Rated,"Drama, Mystery, Thriller","An agoraphobic young woman, traumatized by past events, finds herself trapped and terrorized in her own home.",https://www.imdb.com/title/tt5743656/
